	1	2	3	4	5	6	7	8	9
AC021506.2	0	0	0	0	0	0	0	0	0
AC090457.1	0	0	0	0	0	0	0	0	0
AC011095.1	0	0	0	0	0	0	0	0	0
AC103808.6	2	0	0	0	0	0	0	0	0
LINC01893	0	0	0	0	0	0	0	0	0
AC103808.2	2	1	1	1	0	0	1	1	1
AC103808.4	0	0	0	1	1	0	0	0	0
AC103808.3	7	6	1	0	0	1	1	0	0
AC103808.1	0	0	0	0	0	0	0	0	0
AC103808.5	0	0	1	0	0	0	0	0	0
ZNF516	658	498	637	723	715	792	618	541	668
AC009716.1	0	0	0	0	0	0	0	0	0
AC009716.2	0	0	0	0	0	0	0	0	0
AC018413.1	14	4	30	18	8	26	13	13	31
C18orf65	11	10	7	10	8	4	10	13	11
LINC00908	0	1	0	1	0	1	0	0	0
LINC00683	0	0	0	1	0	2	1	0	1
LINC01927	0	0	0	0	0	0	0	0	0
LINC01879	0	0	0	0	0	1	1	0	0
ARL2BPP1	0	0	0	0	0	0	0	0	0
CCND3P2	0	0	0	0	0	0	0	0	0
AC139085.1	0	0	0	0	0	0	0	0	0
ZNF236-DT	16	13	19	16	23	17	22	17	19
RNU6-346P	0	0	0	0	0	0	0	0	0
AC027575.2	11	9	9	9	5	7	10	8	4
ZNF236	393	269	314	326	405	384	419	378	413
RPL26P35	0	0	0	0	0	0	0	0	0
AC027575.1	0	0	0	0	0	0	0	0	0
AC093330.1	1	1	2	0	0	2	0	2	0
MBP	158	149	267	271	299	316	176	114	213
AC093330.2	0	0	0	0	0	1	0	0	0
AC018529.1	0	0	0	0	0	0	0	0	0
AC018529.3	0	0	0	0	0	0	0	0	0
AC018529.2	0	0	0	0	0	0	0	0	0
AC100863.1	0	0	0	0	0	0	0	0	0
GALR1	214	176	65	39	31	30	176	120	65
AC124254.1	0	0	0	0	0	0	0	1	1
BDP1P	0	0	0	0	0	0	0	0	0
AC123786.1	0	0	0	0	0	0	0	0	1
AC123786.2	0	0	0	0	0	0	0	0	0
RNA5SP461	0	0	0	0	0	0	0	0	0
LINC01029	0	0	0	0	0	0	0	0	0
AC134978.1	0	0	0	0	0	0	0	0	0
RNU6-655P	0	0	0	0	0	0	0	0	0
AC107892.1	0	0	0	0	0	0	0	0	0
AC087399.1	0	0	0	0	0	0	0	0	0
AC012572.1	0	0	0	0	0	0	0	0	0
AC044873.1	0	0	0	0	0	0	0	0	0
AC091027.2	0	0	0	0	0	0	0	0	0
AC091027.1	0	0	0	0	0	0	0	0	0
LINC01896	121	109	49	99	91	71	262	264	149
SALL3	403	304	230	264	299	239	607	530	534
ATP9B	350	330	282	501	598	560	612	534	630
AC099689.1	0	0	0	0	0	0	0	0	0
AC125437.1	7	3	17	7	5	9	8	17	17
AC125437.2	0	0	0	1	0	0	0	0	0
AC104423.1	0	0	0	0	0	0	0	0	0
AC023090.1	0	0	0	0	0	0	0	0	0
AC023090.2	1	0	0	0	0	0	0	0	0
NFATC1	179	126	167	204	195	285	167	136	242
AC018445.3	0	0	0	0	0	0	0	0	0
AC018445.1	0	0	0	0	0	0	0	0	0
AC018445.4	0	0	0	1	0	0	0	0	0
AC018445.2	0	0	0	0	0	0	0	0	0
AC068473.3	1	0	0	0	0	0	0	0	1
AC068473.4	0	0	0	0	0	0	0	0	0
AC068473.1	0	1	0	0	0	0	0	1	0
AC068473.5	96	69	85	93	93	104	87	74	88
CTDP1	491	411	431	487	553	486	570	477	476
AC068473.2	0	0	0	0	0	0	0	0	0
AC021594.1	0	0	0	0	0	0	0	0	0
AC021594.2	0	0	0	0	0	0	0	1	0
KCNG2	0	1	0	0	0	0	0	0	0
AC114341.1	1	1	4	2	2	2	1	5	2
PQLC1	1056	884	1015	944	1114	1044	1098	893	1167
HSBP1L1	58	32	39	60	50	49	50	35	35
TXNL4A	1466	1339	1638	1346	1521	1618	1492	1413	1735
AC090360.1	6	4	6	6	7	4	2	8	8
RBFA	152	161	241	184	226	271	134	144	208
RBFADN	13	7	11	12	7	12	13	12	18
SLC25A6P4	0	0	0	0	0	0	0	0	0
ADNP2	757	637	913	549	762	881	726	597	992
PARD6G-AS1	76	58	60	48	72	66	72	63	85
PARD6G	204	183	260	204	220	275	229	204	242
AC139100.2	5	5	6	1	2	4	5	5	1
AC139100.1	20	5	12	15	13	16	11	13	18
DEFB125	0	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0
AL034548.1	0	0	0	0	0	0	0	0	0
C20orf96	253	190	235	227	246	256	318	259	295
ZCCHC3	320	276	330	334	419	414	321	299	477
NRSN2-AS1	57	40	49	54	61	58	59	56	51
SOX12	1773	1477	1641	1765	2088	1754	1927	1648	1746
NRSN2	2380	2032	2457	2005	2413	2110	3030	2575	2754
TRIB3	133	113	880	537	201	1134	236	172	1863
RBCK1	1213	1127	1597	1085	1126	1136	967	889	1100
TBC1D20	1782	1618	1897	1919	2051	1952	2304	2007	2603
CSNK2A1	3454	3089	3859	3345	3494	3581	3607	3285	3960
TCF15	0	0	0	0	0	0	1	0	4
SRXN1	2	3	1	2	1	2	0	3	5
AL121758.1	0	0	0	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0	17	17	10
SLC52A3	0	0	0	0	0	0	0	1	0
FAM110A	15	24	28	23	55	51	39	37	119
RPS10P5	0	0	0	0	0	1	0	2	2
ANGPT4	0	0	0	0	0	1	0	1	0
RSPO4	4	3	9	8	16	8	1	1	0
PSMF1	3229	2562	2862	2653	3058	2543	2728	2350	2467
AL031665.2	2	2	5	3	8	6	10	2	4
ACTG1P3	1	1	3	2	0	0	1	3	0
TMEM74B	0	1	0	0	5	2	1	0	5
AL031665.1	0	0	0	0	0	0	0	0	0
C20orf202	1	1	0	1	1	2	1	1	5
RAD21L1	0	0	0	0	0	0	0	0	0
SNPH	329	276	238	148	218	153	274	244	159
SDCBP2	17	13	23	14	26	19	21	21	27
AL136531.2	1	1	2	0	2	0	2	2	0
AL136531.3	0	0	0	0	0	0	0	0	2
SDCBP2-AS1	104	82	91	98	130	123	81	83	94
AL136531.1	8	8	2	6	14	3	15	15	10
FKBP1A	3873	3560	3975	2999	3345	2761	2820	2514	2919
MIR6869	0	0	0	0	0	0	0	0	0
NSFL1C	2459	2269	2305	2114	2537	2183	2083	1989	2185
SIRPB2	0	0	0	0	0	0	0	0	0
AL049634.1	0	0	0	0	0	0	0	0	0
RNU6-917P	0	0	0	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0	0	0	0
AL049634.2	0	0	0	0	0	0	0	0	0
SIRPB1	7	4	2	16	17	6	20	17	16
AL049634.3	0	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0	0
SIRPG-AS1	1	1	4	0	0	0	0	0	0
SIRPB3P	1	1	1	0	0	0	1	0	0
RN7SL561P	0	0	0	0	0	0	0	0	0
AL109809.3	0	0	0	0	0	0	0	0	0
AL109809.2	0	0	0	0	0	0	1	3	0
AL109809.4	1	0	0	0	0	1	0	0	0
AL109809.1	2	5	5	4	4	4	6	2	5
AL121760.1	3	0	11	2	3	3	3	3	1
AL117335.1	23	31	28	21	14	9	20	15	15
SIRPA	3654	3000	3434	3028	3592	2986	2359	2058	2473
PDYN-AS1	0	0	0	0	0	0	0	1	0
PDYN	4	1	4	9	9	3	7	2	1
RPL7P2	0	0	0	0	0	0	0	0	0
STK35	704	663	813	672	839	853	663	604	854
AL121899.1	5	8	6	11	15	13	5	11	3
TGM3	9	8	5	17	28	9	3	3	3
TGM6	0	0	0	0	0	0	0	0	0
SNRPB	1033	1457	2651	1584	2103	3390	1397	1681	3769
AL049650.1	0	0	0	0	0	0	0	0	0
ZNF343	148	124	185	151	179	156	136	144	202
TMC2	2	0	1	0	0	0	2	0	0
NOP56	1928	1969	2920	2308	2734	3236	1996	2254	3497
MIR1292	0	0	0	0	0	0	0	0	0
SNORD110	0	0	0	0	0	0	0	0	0
SNORA51	0	0	0	0	0	0	0	0	1
SNORD86	0	0	0	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0	0	0	0
IDH3B	1429	1271	1561	1211	1456	1345	1514	1395	1677
AL049712.1	0	1	1	1	0	0	1	1	0
EBF4	412	335	427	392	430	461	595	491	629
RPL19P1	0	0	0	0	0	0	0	0	0
CPXM1	748	635	786	1914	1860	1707	1834	1709	1975
AL035460.1	0	0	0	0	0	0	0	0	0
C20orf141	0	0	0	0	0	0	0	0	0
TMEM239	0	1	3	0	0	0	0	0	0
PCED1A	520	462	657	554	565	550	641	451	575
VPS16	640	545	615	586	672	553	905	741	690
PTPRA	5551	4328	4695	4945	4998	4508	6464	5595	5897
GNRH2	2	2	1	0	0	2	0	1	3
MRPS26	504	509	575	611	661	787	647	589	721
OXT	0	0	0	0	0	0	0	1	0
AVP	0	0	0	0	0	0	0	0	0
RN7SL555P	0	0	0	0	0	0	0	0	0
UBOX5-AS1	0	0	0	0	0	0	0	0	0
UBOX5	307	255	274	272	258	226	299	241	267
FASTKD5	427	419	364	307	383	408	447	418	399
LZTS3	570	493	530	472	527	504	565	485	547
DDRGK1	1100	1087	1050	849	1002	1008	999	955	1117
ITPA	999	970	1101	1133	1294	1257	1009	1079	1281
SLC4A11	331	288	317	360	427	422	291	308	321
AL109976.1	31	22	20	36	28	20	46	28	25
C20orf194	566	458	495	681	689	705	848	713	774
RNU6-1019P	0	0	0	0	0	0	0	0	0
UBE2V1P1	1	0	0	0	0	0	0	0	0
AL353193.1	0	0	0	0	0	0	0	0	0
ATRN	4964	3817	3753	3822	4089	3798	5096	4155	4722
SF3A3P1	0	0	1	0	0	0	0	0	0
GFRA4	0	0	0	0	0	0	0	0	0
ADAM33	47	30	17	20	23	23	130	96	48
SIGLEC1	8	3	6	1	1	3	10	4	4
HSPA12B	1	1	0	1	1	0	1	0	0
C20orf27	1042	1041	1080	1035	1271	1182	1102	905	1021
SPEF1	26	19	28	40	39	30	14	10	9
CENPB	2469	2231	2857	2443	2988	2783	2703	2491	2987
CDC25B	766	888	2380	1609	2296	2968	1346	1720	3221
LINC01730	1	1	4	2	0	1	2	1	0
AL109804.1	0	0	0	0	0	0	0	0	0
AP5S1	406	368	341	355	483	361	351	309	326
MAVS	3421	2910	2994	3279	3910	3263	3551	3172	3254
AL353194.1	20	9	15	30	27	18	7	9	5
PANK2	712	539	778	672	770	789	640	608	829
MIR103A2	4	1	6	4	1	10	0	1	8
MIR103B2	0	0	0	0	0	0	0	0	0
AL031670.1	0	0	0	0	0	0	0	0	0
RNF24	740	632	924	645	762	865	640	672	911
FTLP3	5	4	8	10	5	9	16	8	11
RPL21P2	0	0	0	0	0	0	0	0	0
AL356414.1	3	1	8	1	2	2	1	1	0
SMOX	718	673	1249	890	946	1231	1145	962	1531
LINC01433	0	1	1	0	1	0	0	0	2
ADRA1D	507	441	314	273	338	338	237	162	270
AL139350.1	0	0	0	0	0	0	0	0	0
AL121781.1	0	0	0	0	0	0	0	0	2
AL121916.1	0	0	0	0	0	0	0	0	0
RPS4XP2	1	1	2	1	1	1	0	0	0
PRNP	14490	11693	9494	12241	11859	9536	8362	7539	7864
PRND	1529	917	242	300	276	77	21	24	5
PRNT	0	0	0	0	0	0	0	0	0
AL133396.1	0	0	0	0	0	0	0	0	0
AL133396.2	0	0	0	0	0	0	0	0	0
RASSF2	2116	1985	1823	1116	1177	1109	1366	1373	1436
SLC23A2	2913	2254	1983	2743	2967	2659	2775	2542	2993
AL121890.1	0	0	0	0	0	0	0	0	0
AL121890.3	0	0	1	0	0	0	0	0	0
AL121890.2	0	0	0	0	0	0	0	0	0
AL121890.5	1	1	0	1	0	1	0	0	2
AL121890.4	1	2	0	0	2	4	0	1	2
TMEM230	2222	1979	2322	2722	2853	2571	2316	2091	2438
RNA5SP474	0	0	0	0	1	0	0	0	0
PCNA	1821	2145	4114	2863	3496	4726	2188	2915	5738
CDS2	4191	3455	3613	3150	3429	3070	4428	3855	4051
UBE2D3P1	0	2	3	0	1	1	3	1	2
PROKR2	0	0	0	0	0	0	0	0	0
RNA5-8SP7	0	0	0	0	0	0	0	0	0
AL121757.2	0	0	0	0	0	0	0	0	0
LINC00658	0	0	0	0	0	0	0	0	0
AL121757.1	0	0	1	0	0	0	1	0	0
LINC00654	143	140	272	159	225	196	206	216	277
AL109935.2	0	0	0	0	0	0	0	0	0
LINC01729	0	0	0	0	0	0	0	0	0
RPS18P1	0	0	0	0	0	0	0	0	0
AL109935.1	0	0	0	0	0	0	0	0	0
GPCPD1	321	248	349	320	269	351	276	233	479
EIF4EP1	0	0	0	0	0	0	0	0	0
SHLD1	86	56	79	84	71	66	97	82	80
RNU1-55P	0	0	0	0	0	0	0	0	0
CHGB	175	80	62	74	117	63	83	80	101
KANK1P1	0	0	0	0	0	0	0	0	1
TRMT6	356	312	408	359	442	482	294	342	472
MCM8	224	373	744	418	564	974	313	476	1100
AL035461.1	0	0	0	0	0	0	0	0	0
MCM8-AS1	0	0	0	0	0	1	1	0	2
AL035461.2	7	8	13	14	18	17	13	13	18
RN7SL498P	0	0	0	0	0	0	0	0	0
CRLS1	539	504	515	540	472	478	546	533	603
LRRN4	1	0	0	0	1	2	0	1	1
AL118505.1	0	0	0	0	0	1	0	0	0
FERMT1	26	14	38	22	19	28	11	15	27
TARDBPP1	0	0	0	0	0	0	0	0	0
AL109618.1	1	1	1	10	6	2	3	2	2
AL109618.2	0	0	0	0	0	0	0	0	0
AL109618.3	0	0	0	0	0	0	0	0	0
CASC20	0	0	0	0	0	0	0	0	0
LINC01713	0	0	0	0	0	0	0	0	0
BMP2	30	38	75	31	33	40	24	25	64
AL096799.1	0	0	0	0	0	0	0	0	0
LINC01428	0	0	0	0	0	0	0	0	0
AL080248.1	0	0	0	0	0	0	0	0	0
LINC01751	0	0	0	0	0	0	0	0	0
LINC01706	0	0	0	0	0	0	0	0	0
MIR8062	0	0	0	0	0	0	0	0	0
RN7SL547P	0	0	0	0	0	0	0	0	0
AL031679.1	0	0	0	0	0	0	0	0	0
AL021879.1	0	0	0	0	0	0	0	0	0
HAO1	0	0	0	0	0	0	0	0	0
TMX4	1273	1239	1425	1561	1703	1785	1382	1310	1591
AL021396.1	0	0	1	0	2	0	0	0	1
PLCB1	281	264	368	64	95	156	418	383	813
PHKBP1	0	0	0	0	0	0	0	0	0
PLCB1-IT1	0	0	0	0	0	0	0	0	0
RNU105B	0	0	0	0	0	0	0	0	0
AL445567.1	0	0	0	0	0	0	0	0	0
AL445567.2	0	0	0	0	0	0	0	0	0
PLCB4	168	171	195	255	259	298	112	115	146
LAMP5-AS1	2	1	1	0	0	0	5	1	0
LAMP5	340	247	184	97	94	65	425	322	220
PAK5	1	0	2	0	2	0	3	9	10
AL353612.1	0	0	0	0	0	0	0	0	0
PARAL1	0	0	0	0	0	0	0	0	0
ANKEF1	103	74	122	132	142	144	66	73	104
SNAP25-AS1	1	1	4	4	7	4	17	9	12
AL354824.1	2	0	1	0	1	0	0	0	0
AL354824.2	0	0	0	0	0	0	0	1	2
SNAP25	27	20	59	24	36	43	127	103	165
HIGD1AP15	0	0	0	0	0	0	0	0	0
RPL23AP6	0	0	0	0	0	0	0	0	0
SDAD1P2	1	0	0	4	0	0	0	0	0
MKKS	657	585	700	653	691	698	785	759	929
AL034430.1	0	0	0	0	0	0	0	0	0
AL034430.2	0	0	0	0	0	0	0	0	0
SLX4IP	173	145	175	189	196	188	162	152	183
AL035456.1	0	0	0	0	0	1	0	0	4
JAG1	4388	4184	7991	2633	2468	4261	4398	3842	8046
MIR6870	0	0	0	0	0	0	0	0	0
AL050403.2	2	1	1	1	0	2	1	1	1
LINC01752	1	1	1	0	0	0	0	0	1
AL135937.1	0	0	0	0	0	0	0	0	0
AL050403.1	0	0	0	0	0	0	0	0	0
FAT1P1	0	0	0	0	0	0	0	0	0
AL158042.1	0	0	0	1	0	0	0	0	0
C20orf187	0	0	0	0	0	0	0	0	0
AL049649.1	0	0	0	0	0	0	0	0	0
RPS11P1	0	0	2	0	1	0	0	0	0
AL109837.2	0	0	0	0	0	0	0	0	0
AL109837.1	0	0	0	0	0	0	0	0	0
PGAM3P	0	0	0	0	0	0	0	0	0
AL161938.1	0	0	0	0	0	0	0	1	0
LINC00687	0	0	0	0	0	0	0	0	0
RN7SKP111	0	0	0	0	0	0	0	0	0
AL080274.1	0	0	0	0	0	0	0	0	0
BTBD3	783	688	848	1031	1120	1260	1092	1025	1484
AL035448.1	1	0	0	0	0	0	0	0	0
AL109838.1	0	0	0	0	0	0	0	0	0
AL136460.1	0	0	0	0	0	0	0	0	0
PA2G4P2	0	0	0	0	1	0	0	0	3
LINC01722	0	0	1	0	0	0	0	1	0
AL078623.1	0	0	0	0	0	0	0	0	0
LINC01723	0	0	0	0	0	0	0	0	0
SPTLC3	212	189	205	331	368	226	81	97	80
AL109983.1	0	0	0	0	0	0	0	0	0
ISM1	10	11	4	12	27	10	9	8	3
ISM1-AS1	0	0	0	0	0	0	0	0	0
AL050320.1	0	0	0	1	0	0	0	0	1
AL121782.1	0	3	0	0	1	1	1	0	0
TASP1	181	125	151	142	141	146	118	125	139
GAPDHP2	0	0	0	0	0	0	0	0	1
ESF1	483	428	478	461	545	605	493	479	626
NDUFAF5	244	236	266	303	325	408	284	265	403
SEL1L2	1	1	0	0	2	3	0	0	0
RNU6-278P	0	0	0	0	0	0	0	0	0
MACROD2	187	151	152	335	349	294	92	76	83
RPS3P1	0	0	0	0	0	0	0	0	0
AIMP1P1	0	0	0	0	0	0	0	0	0
RN7SL864P	0	0	0	0	0	0	0	0	0
FLRT3	24	24	18	44	48	38	76	71	78
RNU6-228P	0	0	0	0	0	0	0	0	0
RNF11P2	0	0	0	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	0	0	0	0	0
RPS10P2	0	0	0	0	0	0	0	0	0
MACROD2-AS1	0	0	0	0	0	0	0	0	0
AL138808.1	0	0	0	0	0	0	0	0	0
RNU6-1159P	0	0	0	0	0	0	0	0	0
RNU6-115P	0	0	0	0	0	0	0	0	0
RNA5SP475	0	0	0	0	0	0	0	0	0
AL121584.1	0	0	0	0	0	0	0	0	0
ENSAP1	0	0	0	0	0	0	0	0	0
PPIAP17	0	0	0	0	0	0	0	0	0
KIF16B	135	118	133	190	225	216	85	108	99
AL049794.1	1	0	2	0	0	0	0	0	0
AL049794.2	0	0	0	0	0	0	1	0	0
RPLP0P1	0	0	0	0	0	0	0	0	0
AL135938.1	0	0	0	0	0	0	0	0	0
AL034428.1	0	0	0	0	0	0	0	0	0
SNRPB2	730	703	839	860	969	1004	636	658	886
OTOR	0	0	0	0	0	1	0	0	0
AL121892.1	0	0	0	0	0	0	0	0	0
RNU6-27P	0	0	0	0	0	0	0	0	0
AL359511.1	0	0	0	0	0	0	0	0	0
RNU1-131P	0	0	0	0	0	0	0	0	0
PCSK2	0	1	1	0	2	0	7	11	4
DYNLT3P1	0	0	0	0	0	0	0	0	0
BFSP1	99	82	103	87	99	99	50	53	68
RPS27AP2	0	0	0	0	0	0	0	0	1
AL132765.2	0	0	1	2	1	0	0	0	1
DSTN	12528	12266	10939	6841	6640	5862	6318	6292	5575
RN7SKP69	0	0	0	0	0	0	0	0	0
AL132765.1	0	0	0	1	0	0	0	1	1
RRBP1	9758	8674	8318	4936	6136	5676	3742	3615	3279
BANF2	4	1	3	0	2	1	0	0	0
AL035045.1	0	0	0	0	0	0	0	0	0
RNU6-192P	0	0	0	0	0	0	0	0	0
SNX5	4233	3900	4317	2744	2726	2903	2850	2711	3253
OVOL2	66	44	76	7	6	10	1	1	1
SNORD17	5	10	12	1	2	8	3	5	9
MGME1	790	683	1324	689	790	1047	536	669	1305
PTMAP3	0	0	0	1	0	0	0	0	0
AL160411.1	0	0	0	0	0	0	0	0	0
RPL15P1	0	0	0	0	0	0	0	0	0
RNU7-137P	0	0	0	0	0	0	0	0	0
PET117	10	12	17	14	9	16	12	11	9
KAT14	776	640	598	683	804	681	670	640	587
AL050321.1	0	1	0	0	0	0	0	0	0
RN7SL14P	0	0	0	0	0	0	0	0	0
RNU2-56P	0	0	0	0	0	0	0	0	0
ZNF133	260	205	356	287	299	316	312	227	393
RN7SKP74	0	0	0	0	0	0	0	0	0
AL049646.2	0	0	0	0	0	0	0	0	0
AL049646.1	0	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0	0
DZANK1	74	59	70	83	72	95	68	57	102
GCNT1P1	0	0	0	0	0	1	0	0	0
RNA5SP476	0	0	0	0	0	0	0	0	0
POLR3F	276	284	396	329	333	441	300	281	433
MIR3192	0	4	1	0	0	0	1	0	0
RPL21P3	0	1	0	0	1	0	0	0	0
RBBP9	1049	1064	1262	1137	1223	1098	1045	1067	1306
RPS19P1	0	2	1	1	1	0	1	1	0
SEC23B	2946	2593	2934	2603	2983	2911	2474	2387	3120
SMIM26	263	269	294	308	305	281	259	275	312
AL121900.2	0	0	0	0	0	0	0	0	0
DTD1	521	460	612	555	489	716	460	417	614
RN7SL638P	0	0	0	0	0	0	0	0	0
RNU6ATAC34P	0	0	0	0	0	0	0	0	0
DUXAP7	0	0	0	0	0	0	0	0	0
AL121900.1	0	0	0	0	0	0	0	0	0
EEF1A1P34	1	0	1	0	0	0	1	0	1
LINC00652	13	12	14	10	14	20	20	20	10
AL035563.1	5	5	6	9	5	6	9	9	14
C20orf78	0	0	0	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	0	0
AL135936.1	0	0	0	0	0	0	0	0	0
SLC24A3	162	129	90	39	34	42	456	382	370
AL136090.1	0	0	0	0	0	0	0	0	0
AL049647.1	0	0	0	0	0	0	0	0	0
AL121830.1	0	0	0	0	0	0	0	0	0
AL121761.1	4	1	4	4	3	1	4	7	4
RIN2	506	342	349	415	499	331	907	713	517
RPL12P12	1	0	0	1	0	0	1	0	0
NAA20	807	722	919	769	837	869	715	722	903
CRNKL1	855	768	862	864	914	827	767	761	890
CFAP61	18	22	25	31	32	36	26	22	53
AL035454.1	0	0	0	0	0	0	0	0	0
AL049648.1	0	0	0	0	0	0	0	0	0
RPL17P1	0	0	0	0	0	0	0	0	0
AL121721.1	0	0	0	0	0	0	0	0	0
RN7SL690P	0	0	0	0	0	0	0	0	0
AL161658.1	1	0	0	0	0	0	0	0	0
INSM1	961	650	602	501	448	379	911	847	846
RALGAPA2	2639	2016	1840	1587	1988	1500	1645	1506	1536
EIF4E2P1	0	0	0	0	0	0	0	0	0
LLPHP1	0	0	0	0	0	0	0	0	0
RN7SL607P	0	0	0	0	0	0	0	0	0
MRPS11P1	0	0	0	0	0	0	0	0	0
AL133465.1	0	0	0	0	0	0	0	0	0
LINC00237	0	0	1	0	1	0	0	1	0
AL121759.2	0	0	0	0	0	0	0	0	0
RPL24P2	6	5	3	4	10	10	5	4	6
KIZ	208	195	222	195	194	178	175	152	161
RNA5SP477	0	0	0	0	0	0	0	0	0
AL121759.1	0	0	0	0	0	0	0	0	0
KIZ-AS1	0	0	0	0	0	0	0	0	0
RPS15AP1	20	10	10	17	20	17	14	12	11
ZNF877P	0	0	0	0	0	0	0	0	0
AL117332.1	17	20	28	17	20	19	22	18	19
XRN2	2888	2681	3127	3136	3441	3469	2742	2714	3164
NKX2-4	0	1	2	0	0	0	0	0	2
AL158013.1	0	0	1	0	0	0	0	0	0
RN7SKP140	0	0	0	0	0	0	0	0	0
AL133325.1	0	0	0	0	0	0	0	0	0
AL133325.3	8	2	6	4	7	3	11	10	7
GSTM3P1	0	0	0	0	0	0	0	0	0
NKX2-2	109	104	113	65	69	64	169	173	154
NKX2-2-AS1	0	0	0	1	0	2	0	0	2
AL133325.2	0	0	0	0	0	0	0	0	0
LINC01727	2	2	0	6	10	3	6	7	4
LINC01726	0	0	0	0	0	0	0	0	0
AL121590.1	0	0	0	0	0	0	0	0	0
PAX1	0	0	0	0	0	0	0	0	0
SLC25A6P1	0	0	0	0	0	0	0	0	0
RPL41P1	0	0	0	0	0	0	0	0	0
AL109807.1	0	0	0	0	0	0	0	0	0
LINC01432	0	0	0	0	0	0	0	0	0
AL035258.1	0	0	0	0	0	0	0	0	0
LINC01427	0	0	0	0	0	0	0	0	0
AL049737.1	0	0	0	0	0	0	0	1	0
AL121912.1	0	0	0	0	0	0	0	0	0
AL133464.1	0	0	0	0	0	0	0	0	0
LINC00261	0	0	0	0	0	0	0	0	0
AL121722.1	0	0	0	0	0	0	0	0	0
FOXA2	0	0	0	0	0	0	0	0	0
LNCNEF	0	0	0	0	0	0	0	0	0
LINC01747	0	0	0	0	0	0	0	0	0
AL158175.1	0	0	0	0	0	0	0	0	0
KRT18P3	0	0	0	0	0	0	0	0	0
CYB5AP4	0	0	0	0	0	0	0	0	0
AL353132.1	0	0	0	0	0	0	0	0	0
AL049651.1	0	0	0	0	0	0	0	0	0
AL049651.2	0	0	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0	0	0
THBD	2	0	0	0	1	4	1	3	2
AL118508.4	0	0	0	0	0	0	0	0	0
CD93	0	0	0	0	0	0	0	0	0
LINC00656	0	0	0	0	0	0	0	0	0
AL118508.3	0	0	0	0	0	0	0	0	0
RNA5SP478	0	0	0	0	0	0	0	0	0
AL118508.2	0	0	0	0	0	0	1	0	0
AL118508.1	0	0	0	0	0	0	0	0	0
AL390037.1	0	0	0	0	0	1	0	0	0
AL096677.1	0	0	0	0	0	0	0	2	0
NXT1	190	231	436	299	321	478	213	228	520
LINC01431	10	4	6	9	5	2	12	9	6
GZF1	598	441	500	465	561	554	620	507	646
NAPB	177	144	183	184	206	188	162	155	174
RNA5SP479	0	0	0	0	0	0	0	0	0
CSTL1	0	0	0	0	0	0	0	0	0
CST11	0	0	0	0	0	0	0	0	0
AL109954.2	0	0	0	0	0	0	0	0	0
CST12P	0	0	0	0	0	0	0	0	0
AL109954.1	0	0	0	0	0	0	0	0	0
AL109954.3	0	0	0	0	0	0	0	0	0
CST8	0	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0
CST9LP1	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0
CST9LP2	0	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0	3
CST3	5490	4854	5992	4670	5375	4807	4693	3715	4048
AL121894.2	3	2	1	5	6	10	3	8	8
AL121894.1	0	0	0	0	0	0	0	0	0
CST4	0	0	0	0	0	0	0	0	0
CST2P1	0	0	0	0	0	0	0	0	0
CST1	0	0	0	0	0	0	0	0	0
CSTP2	0	0	0	0	0	0	0	0	0
AL591074.1	0	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0	0	0	0	0
CST5	0	0	0	0	0	0	0	0	0
CSTP1	0	0	0	0	0	0	0	0	0
AL133466.1	0	0	0	0	0	0	0	0	0
GGTLC1	0	0	0	0	0	0	0	0	0
POM121L3P	0	0	0	0	0	0	0	0	0
AL110503.1	0	0	0	0	0	0	0	0	0
LINC01721	0	0	0	0	0	0	0	0	0
RNU1-23P	0	0	0	0	0	0	0	0	0
AL158090.1	0	0	0	0	0	0	0	0	0
GAPDHP53	0	0	0	0	0	0	0	0	0
SYNDIG1	1120	1040	828	1254	1379	1084	1090	967	814
AL157413.1	0	0	0	0	0	0	0	0	0
AL049594.1	0	1	1	0	1	0	0	0	0
AL035661.1	0	0	0	0	0	0	0	0	0
CST7	0	0	0	0	0	0	0	0	0
APMAP	4480	3942	4318	4382	5046	4724	4450	4150	4473
RNU6-1257P	0	0	0	0	0	0	0	0	0
ACSS1	201	209	165	60	63	78	822	736	888
AL080312.2	0	0	0	0	0	0	0	0	0
VSX1	1	0	0	1	0	1	3	0	0
